rank1	rank2	rank3	rank4	name	#records	#title	#GPS	#uniqueGPS	gbnumber	lat_lon	country
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Paramecium_jenningsi	2	2	0	0	['AF100311', 'HE662760']	[]	['']	[' Phylogenetic relationships of the genus Paramecium inferred from small subunit rRNA gene sequences', ' Isolation, identification and molecular characterization of ciliates']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Paramecium_multimicronucleatum	11	5	0	0	['AB252007', 'AB252006', 'AF255361', 'FJ004006', 'HG315605', 'HG315607', 'HG315606', 'HE650907', 'HE650906', 'HE662762', 'HE662761']	[]	['Japan', '', 'Pakistan']	[' Intraspecific genetic divergence of Paramecium bursaria and re-construction of the paramecian phylogenetic tree', ' Phylogenetic relationships of the Subclass Peniculia (Oligohymenophorea, Ciliophora) inferred from small subunit rRNA gene sequences', ' Genetic diversity in the Paramecium aurelia species complex', ' Flagellar movement in two bacteria of the family rickettsiaceae', ' Isolation, identification and molecular characterization of ciliates']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Paramecium_nephridiatum	3	2	0	0	['HE978251', 'AF100317', 'AF100316']	[]	['']	[" 'Candidatus Defluviella procrastinata' and 'Candidatus Cyrtobacter zanobii', Two Novel Ciliate Endosymbionts Belonging to the 'Midichloria Clade'", ' Phylogenetic relationships of the genus Paramecium inferred from small subunit rRNA gene sequences']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Paramecium_novaurelia	3	1	0	0	['FJ003993', 'FJ003992', 'FJ003991']	[]	['']	[' Genetic diversity in the Paramecium aurelia species complex']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Paramecium_octaurelia	5	1	0	0	['FJ003990', 'FJ003989', 'FJ003988', 'FJ003987', 'FJ003986']	[]	['']	[' Genetic diversity in the Paramecium aurelia species complex']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Paramecium_pentaurelia	5	1	0	0	['FJ003977', 'FJ003976', 'FJ003975', 'FJ003974', 'FJ003973']	[]	['']	[' Genetic diversity in the Paramecium aurelia species complex']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Paramecium_polycaryum	1	1	0	0	['AF100313']	[]	['']	[' Phylogenetic relationships of the genus Paramecium inferred from small subunit rRNA gene sequences']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Paramecium_primaurelia	17	2	0	0	['FJ003985', 'FJ003957', 'FJ003953', 'FJ003942', 'FJ003941', 'FJ003940', 'FJ003939', 'FJ003938', 'FJ003937', 'FJ003936', 'FJ003935', 'FJ003934', 'FJ003933', 'FJ003932', 'FJ003931', 'FJ003930', 'AF100315']	[]	['']	[' Genetic diversity in the Paramecium aurelia species complex', ' Phylogenetic relationships of the genus Paramecium inferred from small subunit rRNA gene sequences']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Paramecium_putrinum	1	1	0	0	['AF255360']	[]	['']	[' Phylogenetic relationships of the Subclass Peniculia (Oligohymenophorea, Ciliophora) inferred from small subunit rRNA gene sequences']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Paramecium_quadecaurelia	2	1	0	0	['FJ004004', 'FJ004003']	[]	['']	[' Genetic diversity in the Paramecium aurelia species complex']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Paramecium_schewiakoffi	1	1	0	0	['AJ548821']	[]	['']	[' Morphological and molecular investigations of Paramecium schewiakoffi sp. nov. (Ciliophora, Oligohymenophorea) and current status of distribution and taxonomy of Paramecium spp']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Paramecium_septaurelia	4	1	0	0	['FJ003984', 'FJ003983', 'FJ003982', 'FJ003981']	[]	['']	[' Genetic diversity in the Paramecium aurelia species complex']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Paramecium_sexaurelia	3	1	0	0	['FJ003980', 'FJ003979', 'FJ003978']	[]	['']	[' Genetic diversity in the Paramecium aurelia species complex']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Paramecium_sonneborni	1	1	0	0	['FJ004005']	[]	['']	[' Genetic diversity in the Paramecium aurelia species complex']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Paramecium_tetraurelia	12	3	0	0	['AB252008', 'AB252009', 'FJ003972', 'FJ003971', 'FJ003970', 'FJ003969', 'FJ003968', 'FJ003967', 'FJ003966', 'FJ003965', 'FJ003964', 'EF502045']	[]	['USA', '']	[' Intraspecific genetic divergence of Paramecium bursaria and re-construction of the paramecian phylogenetic tree', ' Genetic diversity in the Paramecium aurelia species complex', ' Identification and cloning of first cadmium metallothionein like gene from locally isolated ciliate, Paramecium sp']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Paramecium_tredecaurelia	1	1	0	0	['FJ004002']	[]	['']	[' Genetic diversity in the Paramecium aurelia species complex']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Paramecium_triaurelia	7	1	0	0	['FJ003963', 'FJ003962', 'FJ003961', 'FJ003960', 'FJ003959', 'FJ003958', 'FJ003956']	[]	['']	[' Genetic diversity in the Paramecium aurelia species complex']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Paramecium_undecaurelia	1	1	0	0	['FJ003998']	[]	['']	[' Genetic diversity in the Paramecium aurelia species complex']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Paramecium_woodruffi	1	1	0	0	['AF255362']	[]	['']	[' Phylogenetic relationships of the Subclass Peniculia (Oligohymenophorea, Ciliophora) inferred from small subunit rRNA gene sequences']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Paranophrys_magna	3	3	0	0	['AY103191', 'JN885089', 'JQ956548']	[]	['', 'China', 'Germany']	[' Phylogenetic Positions of Two Ciliates, Paranophrys magna and Mesanophrys carcini (Protozoa, Ciliophora, Oligohymenophorea), within the Subclass Scuticociliatia Inferred from Complete Small Subunit rRNA Gene Sequences', ' Insights into the phylogenetic and taxonomy of philasterid ciliates (Protozoa, Ciliophora, Scuticociliatia) based on analyses of multiple molecular markers', ' The support or decline of the monophyly of Scuticociliatia, and relationships within the Oligohymenophorea (Ciliophora)']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Paranophrys_marina	1	1	0	0	['FJ858379']	[]	['']	[' First report of Paranophrys marina (Protozoa, Ciliophora, Scuticociliatida) as an additional causative agent of scuticociliatosis in olive flounder Paralichthys olivaceus in Korea']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Paratetrahymena_parawassi	1	1	0	0	['FJ876969']	[]	['China']	[' Description of Paratetrahymena parawassi n. sp. using morphological and molecular evidence and a phylogenetic analysis of Paratetrahymena and other taxonomically ambiguous genera in the order Loxocephalida (Ciliophora, Oligohymenophorea)']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Paratetrahymena_wassi	2	2	0	0	['JX310019', 'GQ292767']	[]	['China', '']	[' Multigene-based analyses on evolutionary phylogeny of two controversial ciliate orders', ' Molecules or morphogenesis']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Parauronema_cf_virginianum	2	2	0	0	['JN885082', 'FJ595488']	[]	['China', '']	[' Insights into the phylogenetic and taxonomy of philasterid ciliates (Protozoa, Ciliophora, Scuticociliatia) based on analyses of multiple molecular markers', ' Morphological studies and 18S rDNA sequence analysis of the marine scuticociliate Parauronema cf. virginianum (Protozoa, Ciliophora) isolated from Scophthalmus maximus']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Parauronema_longum	2	2	0	0	['HM236338', 'AY212807']	[]	['China', '']	[' Phylogenetic analysis and taxonomic distinction of six genera of pathogenic scuticociliates (Protozoa, Ciliophora) inferred from small-subunit rRNA gene sequences', ' The 16S-like small subunit RNA (ssRNA) gene sequence of Parauronema longum (Ciliophora, Scuticociliatida)']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Parauronema_virginianum	2	2	0	0	['JN885087', 'AY392128']	[]	['China', '']	[' Insights into the phylogenetic and taxonomy of philasterid ciliates (Protozoa, Ciliophora, Scuticociliatia) based on analyses of multiple molecular markers', ' Phylogenetic Positions of Parauronema (Protozoa, Ciliophora, Scuticociliatia), within the Subclass Scuticociliatia Inferred from Complete Small Subunit rRNA Gene Sequences']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Peniculistoma_mytili	17	1	0	0	['KU665371', 'KU665370', 'KU665369', 'KU665368', 'KU665367', 'KU665366', 'KU665365', 'KU665364', 'KU665363', 'KU665362', 'KU665361', 'KU665360', 'KU665359', 'KU665358', 'KU665357', 'KU665356', 'KU665355']	[]	['']	[' Molecular Phylogeny and Evolutionary Relationships between the Ciliate Genera Peniculistoma and Mytilophilus (Peniculistomatidae, Pleuronematida)']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Philaster_apodigitiformis	1	1	0	0	['FJ648350']	[]	['']	[' Molecular evolution of Cinetochilum and Sathrophilus (Protozoa, Ciliophora, Oligohymenophorea), two genera of ciliates with morphological affinities to scuticociliates']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Philasterides_armatalis	1	1	0	0	['FJ848877']	[]	['China']	[' Phylogenetic consideration of two scuticociliate genera, Philasterides and Boveria (Protozoa, Ciliophora) based on 18 S rRNA gene sequences']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Planeticovorticella_paradoxa	2	1	0	0	['JQ956533', 'JQ956534']	[]	['China']	[' The support or decline of the monophyly of Scuticociliatia, and relationships within the Oligohymenophorea (Ciliophora)']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Platynematum_salinarum	1	1	0	0	['KF301567']	[]	['Portugal']	[' Morphology, ontogenesis and molecular phylogeny of Platynematum salinarum nov. spec., a new scuticociliate (Ciliophora, Scuticociliatia) from a solar saltern']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Pleuronema_binucleatum	1	1	0	0	['KT033424']	[]	['China']	[' Morphology and Phylogeny of Three Pleuronema Species (Ciliophora, Scuticociliatia) from Hangzhou Bay, China, with Description of Two New Species, P. binucleatum n. sp. and P. parawiackowskii n. sp']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Pleuronema_coronatum	4	3	0	0	['JX310018', 'JX310014', 'AY103188', 'HM140396']	[]	['China', '']	[' Multigene-based analyses on evolutionary phylogeny of two controversial ciliate orders', ' Direct Submission', ' DNA barcoding and phylogenetic analysis of some ciliates']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Pleuronema_czapikae	1	1	0	0	['EF486863']	[]	['']	[' Phylogenetic Analysis on Pleuronema Inferred from the Small Subunit Ribosomal RNA Gene Sequences']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Pleuronema_grolierei	1	1	0	0	['KF840519']	[]	['China']	[' Morphology and Phylogeny of Four Marine Scuticociliates (Protista, Ciliophora), with Descriptions of Two New Species']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Pleuronema_parawiackowskii	1	1	0	0	['KT033423']	[]	['China']	[' Morphology and Phylogeny of Three Pleuronema Species (Ciliophora, Scuticociliatia) from Hangzhou Bay, China, with Description of Two New Species, P. binucleatum n. sp. and P. parawiackowskii n. sp']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Pleuronema_puytoraci	1	1	0	0	['KF840520']	[]	['China']	[' Morphology and Phylogeny of Four Marine Scuticociliates (Protista, Ciliophora), with Descriptions of Two New Species']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Pleuronema_setigerum	2	2	0	0	['FJ848874', 'JX310015']	[]	['China']	[' Morphology and SSU rRNA Gene Sequences of Three Marine Ciliates from Yellow Sea, China, Including One New Species, Uronema heteromarinum nov. spec. (Ciliophora, Scuticociliatida)', ' Multigene-based analyses on evolutionary phylogeny of two controversial ciliate orders']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Pleuronema_sinica	1	1	0	0	['EF486864']	[]	['']	[' Phylogenetic Analysis on Pleuronema Inferred from the Small Subunit Ribosomal RNA Gene Sequences']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Pleuronema_wiackowskii	1	1	0	0	['JX310016']	[]	['China']	[' Multigene-based analyses on evolutionary phylogeny of two controversial ciliate orders']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Protocyclidium_citrullus	3	2	0	0	['KF256820', 'KF256821', 'AJ767062']	[]	['China', 'Hong Kong', 'Thailand']	[' Phylogenetic analyses of cyclidiids (Protista, Ciliophora, Scuticociliatia) based on multiple genes suggest their close relationship with thigmotrichids', ' Multiple cosmopolitan ecotypes within a microbial eukaryote morphospecies']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Protocyclidium_sinica	1	1	0	0	['KF256822']	[]	['China']	[' Phylogenetic analyses of cyclidiids (Protista, Ciliophora, Scuticociliatia) based on multiple genes suggest their close relationship with thigmotrichids']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Protophyra_ovicola	1	1	0	0	['JQ956552']	[]	['China']	[' The support or decline of the monophyly of Scuticociliatia, and relationships within the Oligohymenophorea (Ciliophora)']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Pseudepistylis_songi	1	1	0	0	['KM222115']	[]	['China']	[' The All-Data-Based Evolutionary Hypothesis of Ciliated Protists with a Revised Classification of the Phylum Ciliophora (Eukaryota, Alveolata)']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Pseudocyclidium_longum	1	1	0	0	['JQ956551']	[]	['China']	[' The support or decline of the monophyly of Scuticociliatia, and relationships within the Oligohymenophorea (Ciliophora)']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Pseudoplatynematum_denticulatum	1	1	0	0	['JX310020']	[]	['China']	[' Multigene-based analyses on evolutionary phylogeny of two controversial ciliate orders']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Pseudovorticella_paracratera	1	1	0	0	['DQ662847']	[]	['']	[' Reconsideration of the phylogenetic positions of five peritrich genera, Vorticella, Pseudovorticella, Zoothamnopsis, Zoothamnium, and Epicarchesium (Ciliophora, Peritrichia, Sessilida), based on small subunit rRNA gene sequences']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Pseudovorticella_punctata	1	1	0	0	['DQ190466']	[]	['']	[' Phylogenetic Position of Pseudovorticella punctata (Protozoa, Ciliophora, Oligohymenophorea) Inferred from Complete Small Subunit rRNA Gene Sequence']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Pseudovorticella_sinensis	1	1	0	0	['DQ845295']	[]	['']	[' Phylogenetic position of Pseudovorticella sinensis inferred from small subunit rRNA gene sequences']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Sathrophilus_holtae	1	1	0	0	['FJ868188']	[]	['China']	[' Description of Paratetrahymena parawassi n. sp. using morphological and molecular evidence and a phylogenetic analysis of Paratetrahymena and other taxonomically ambiguous genera in the order Loxocephalida (Ciliophora, Oligohymenophorea)']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Sathrophilus_planus	2	2	0	0	['FJ868187', 'FJ868186']	[]	['China']	[' Phylogenetic analyses of cyclidiids (Protista, Ciliophora, Scuticociliatia) based on multiple genes suggest their close relationship with thigmotrichids', ' Molecular evolution of Cinetochilum and Sathrophilus (Protozoa, Ciliophora, Oligohymenophorea), two genera of ciliates with morphological affinities to scuticociliates']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Schizocalyptra_similis	1	1	0	0	['EU744177']	[]	['']	[' Phylogeny of six oligohymenophoreans (Protozoa, Ciliophora) inferred from small subunit rRNA gene sequences']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Schizocalyptra_sinica	1	1	0	0	['FJ156106']	[]	['China']	[' Three marine interstitial scuticociliates']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Scuticociliatia_SL-220	1	1	0	0	['KC287215']	[]	['Antarctica']	[' Antarctic Protistan Culture Collection']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Stokesia_vernalis	1	1	0	0	['HM030738']	[]	['Canada']	[' Agolohymena aspidocauda nov. gen., nov. spec., a histophagous freshwater tetrahymenid ciliate in the family Deltopylidae (Ciliophora, Hymenostomatia), from Idaho (northwest USA)']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Telotrochidium_cylindricum	1	1	0	0	['KU363247']	[]	['']	[' An integrative approach to phylogeny reveals patterns of environmental distribution and novel evolutionary relationships in a major group of ciliates']
Alveolata	Ciliophora	Intramacronucleata	Oligohymenophorea	Telotrochidium_matiense	2	2	0	0	['AY611065', 'EF417835']	[]	['']	[' Classification of the peritrich ciliate Opisthonecta matiensis (Martin-Cereceda et al. 1999) as Telotrochidium matiense nov. comb., based on new observations and SSU rDNA phylogeny', ' A molecular phylogenetic investigation of Opisthonecta and related genera (Ciliophora, Peritrichia, Sessilida)']
